Handle,Title,Vendor,Product Category,Type,Tags
sun-flower-krauter-ice-tea-nr-34,,,,,
sun-flower-krauter-ice-tea-nr-34,,,,,
pai-mu-tan-1-qualitat-bio-nr-296,Pai Mu Tan Bio,London Tea,Uncategorized,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, Galaxus, H: China, P:8, Thé blanc, Thé de jardin certifié, WAT:90, Weisser Tee, ZD:3-4"
pai-mu-tan-1-qualitat-bio-nr-296,,,,,
pai-mu-tan-1-qualitat-bio-nr-296,,,,,
pai-mu-tan-1-qualitat-bio-nr-296,,,,,
special-japan-sencha-tenryu-distrikt-nr-287,Special Japan Sencha Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, cold brew, Galaxus, Grüntee, H: Japan, Japan, Japon, Mittags, Morgens, P:4, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:60, ZD:1-3"
special-japan-sencha-tenryu-distrikt-nr-287,,,,,
special-japan-sencha-tenryu-distrikt-nr-287,,,,,
jasmine-dragon-phoenix-pearl-imperial-long-zhu-nr-295,Jasmine Dragon Phoenix Pearl,London Tea,Uncategorized,Tee lose,"Abends, belebend, China, Chine, G:80g, Galaxus, Grüntee, Jasmin aus China, Nachmittags, P:3-4, revigorant, Thé vert, WAT:90, ZD:4"
jasmine-dragon-phoenix-pearl-imperial-long-zhu-nr-295,,,,,
gunpowder-green-tea-temple-of-heaven,"Gunpowder ""TEMPLE OF HEAVEN""",London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Für den ganzen Tag, Galaxus, Grüntee, P:4, revigorant, Thé vert, WAT:100, ZD:4"
gunpowder-green-tea-temple-of-heaven,,,,,
gunpowder-green-tea-temple-of-heaven,,,,,
gunpowder-green-tea-temple-of-heaven,,,,,
pure-lapsang-souchong-tea-nr-15,Pure Lapsang Souchong Tea Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, Galaxus, Nachmittags, P:5, revigorant, Schwarztee, Thé de jardin certifié, Thé Noir, WAT:100, ZD:5"
pure-lapsang-souchong-tea-nr-15,,,,,
pure-lapsang-souchong-tea-nr-15,,,,,
pure-lapsang-souchong-tea-nr-15,,,,,
lapsang-souchong-tea-nr-5,Lapsang Souchong Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Galaxus, Nachmittags, P:5, revigorant, Schwarztee, Thé Noir, WAT:100"
lapsang-souchong-tea-nr-5,,,,,
lapsang-souchong-tea-nr-5,,,,,
yunnan-imperial-tea-nr-78,Yunnan Imperial Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Für den ganzen Tag, Galaxus, H: China, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
yunnan-imperial-tea-nr-78,,,,,
earl-grey-tea-nr-46,Earl Grey Tea,London Tea,Uncategorized,Tee lose,"belebend, Bestseller, Galaxus, H: Schweiz, Mittags, Morgens, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
earl-grey-tea-nr-46,,,,,
earl-grey-tea-nr-46,,,,,
earl-grey-tea-nr-46,,,,,
golden-assam-tea-fop-nr-259,Golden Assam Tea FOP,London Tea,Uncategorized,Tee lose,"Assam, belebend, Galaxus, Morgens, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
golden-assam-tea-fop-nr-259,,,,,
golden-assam-tea-fop-nr-259,,,,,
malty-assam-tea-ostfriesentee-nr-82,Malty Assam Tea Ostfriesentee,London Tea,Uncategorized,Tee lose,"Assam, FR: Thé Assam malté Thé Frison oriental, Galaxus, H: Indien, Morgens, P:3-4, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
malty-assam-tea-ostfriesentee-nr-82,,,,,
malty-assam-tea-ostfriesentee-nr-82,,,,,
malty-assam-tea-ostfriesentee-nr-82,,,,,
hatimara-assam-tea-tgfop-1,Assam Hatimara TGFOP 1 Tea,London Tea,Uncategorized,Tee lose,"Assam, belebend, Galaxus, Morgens, P:5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
hatimara-assam-tea-tgfop-1,,,,,
hatimara-assam-tea-tgfop-1,,,,,
hatimara-assam-tea-tgfop-1,,,,,
zar-alexander-tee-nr-85,Zar Alexander Tee,London Tea,Uncategorized,Tee lose,"Assam, Aus aller Welt, belebend, China, Chine, Darjeeling - Nepal, FR: Thé Zar Alexandre, Galaxus, Morgens, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
zar-alexander-tee-nr-85,,,,,
zar-alexander-tee-nr-85,,,,,
russian-tea-blend-nr-43,Russian Tea,London Tea,Uncategorized,Tee lose,"Assam, belebend, Ceylon, Galaxus, Morgens, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
russian-tea-blend-nr-43,,,,,
japanische-dose-ginsai-nr-13654,"Japanische Dose ""Ginsai"" 100g",London Tea,,Mehr,"Dosen, FR: Boîte japonaise, Japon, Lackdosen Japan, Tax 7.7"
japanische-dose-ginsai-nr-13654,,,,,
gusseisen-untersatz-iwachu-nr-10856,Gusseisen Untersatz IWACHU 10cm,London Tea,,Mehr,"diverses, Fonte, FR: Dessous en fonte IWACHU, Guss Wärmer + Untersätze, Gusseisen, Gusseisen Geschirr, kannen, Tax 7.7"
gusseisen-untersatz-iwachu-nr-10856,,,,,
gusseisen-untersatz-iwachu-nr-10856,,,,,
gusseisen-untersatz-iwachu-nr-10856,,,,,
gusseisen-untersatz-iwachu-nr-10856,,,,,
gusseisen-untersatz-iwachu-nr-10857,Gusseisen Untersatz IWACHU 13.8cm,London Tea,,Mehr,"diverses, Fonte, FR: Dessous en fonte IWACHU, Guss Wärmer + Untersätze, Gusseisen, Gusseisen Geschirr, kannen, Tax 7.7"
gusseisen-untersatz-iwachu-nr-10857,,,,,
gusseisen-untersatz-iwachu-nr-10857,,,,,
gusseisen-untersatz-iwachu-nr-10857,,,,,
gusseisen-untersatz-iwachu-nr-10857,,,,,
gusseisen-warmer-iwachu-nr-11620,Gusseisen Wärmer IWACHU 13cm,London Tea,,Mehr,"diverses, Fonte, FR: Chauffe-eau en fonte IWACHU, Guss Wärmer + Untersätze, Gusseisen, Gusseisen Geschirr, kannen, Tax 7.7"
gusseisen-warmer-iwachu-nr-11620,,,,,
gusseisen-warmer-iwachu-nr-11620,,,,,
gusseisen-warmer-iwachu-nr-11620,,,,,
gusseisen-teekanne-iwachu-nr-10848,Gusseisen Teekanne IWACHU diverse Grössen,London Tea,Uncategorized,Mehr,"0.51L-1L, 95 litre, Fonte, FR: Théière en fonte IWACHU 0, Gusseisen, kannen, Tax 7.7"
gusseisen-teekanne-iwachu-nr-10848,,,,,
gusseisen-teekanne-iwachu-nr-10848,,,,,
gusseisen-teekanne-iwachu-nr-10848,,,,,
gusseisen-teekanne-iwachu-crocodile-nr-10846,"Gusseisen Teekanne IWACHU ""crocodile"" Diverse Grössen",London Tea,Uncategorized,Mehr,"-0.5L, 0.51L-1L, 5 litre, Fonte, FR: Théière en fonte IWACHU ""crocodile"" 0, Gusseisen, kannen, Tax 7.7"
gusseisen-teekanne-iwachu-crocodile-nr-10846,,,,,
gusseisen-teekanne-iwachu-arare-nr-10849,"Gusseisen Teekanne IWACHU ""arare"" Diverse Grössen",London Tea,Uncategorized,Mehr,"-0.5L, 0.51L-1L, 1.01L-1.5L, Fonte, FR: Théière en fonte IWACHU ""arare"" 0.95 Litre, gusseisen, kannen, Tax 7.7"
gusseisen-teekanne-iwachu-arare-nr-10849,,,,,
gusseisen-teekanne-iwachu-arare-nr-10849,,,,,
gusseisen-teekanne-iwachu-arare-nr-10849,,,,,
top-second-flush-darjeeling-bio-nr-81,Top Second Flush Darjeeling 2024,London Tea,Uncategorized,Tee lose,"belebend, Darjeeling - Nepal, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
top-second-flush-darjeeling-bio-nr-81,,,,,
top-second-flush-darjeeling-bio-nr-81,,,,,
top-first-flush-darjeeling-premium-ftgfop-1-n-80,Top First Flush Darjeeling 2025,London Tea,Uncategorized,Tee lose,"belebend, Darjeeling - Nepal, Nachmittags, P:4-5, rarität, revigorant, Schwarztee, Tee-Raritäten, Thé Noir, WAT:100, ZD:4"
top-first-flush-darjeeling-premium-ftgfop-1-n-80,,,,,
top-first-flush-darjeeling-premium-ftgfop-1-n-80,,,,,
darjeeling-orange-pekoe-tea-nr-11,Darjeeling OP First Flush Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, Darjeeling - Nepal, Galaxus, P:4-5, revigorant, Schwarztee, Thé de jardin certifié, Thé Noir, WAT:100, ZD:4-5, Zertifizierte Sorten"
darjeeling-orange-pekoe-tea-nr-11,,,,,
darjeeling-orange-pekoe-tea-nr-11,,,,,
darjeeling-orange-pekoe-tea-nr-11,,,,,
finest-darjeeling-tea-fop-nr-9,Finest Darjeeling Second Flush Bio,London Tea,Uncategorized,Tee lose,"4 o'clock tea time, belebend, bestseller, BIO, Bioinspecta, Darjeeling - Nepal, Galaxus, H: Indien, Nachmittags, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4, Zeit mit Tee Wärme zu tanken"
finest-darjeeling-tea-fop-nr-9,,,,,
finest-darjeeling-tea-fop-nr-9,,,,,
finest-darjeeling-tea-fop-nr-9,,,,,
darjeeling-tea-broken-orange-pekoe-nr-7,Darjeeling BOP Tea Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, Darjeeling - Nepal, Galaxus, Morgens, P:3-4, revigorant, Schwarztee, Thé de jardin certifié, Thé Noir, WAT:100, ZD:4"
darjeeling-tea-broken-orange-pekoe-nr-7,,,,,
darjeeling-tea-broken-orange-pekoe-nr-7,,,,,
porzellanhalter-fur-matcha-besen-nr-879,"Matcha Bambusbesenhalter ""Kusenaoshi""",London Tea,,Mehr,"Chanoyu, FR: Support en porcelaine pour le fouet à matcha, Matcha Zubehör, Porcelaine-faïence, Porzellan - Steingut, Tax 7.7"
porzellanhalter-fur-matcha-besen-nr-879,,,,,
bambusloffel-fur-matcha-nr-877,"Bambuslöffel für Matcha ""Chashaku""",London Tea,,Mehr,"Chanoyu, FR:Cuillère en bambou pour le Matcha, Matcha Zubehör, Tax 7.7"
bambusbesen-mit-80-borsten-fur-matcha-nr-878,"Matcha Bambusbesen ""Chasen"" 80 Borsten",London Tea,Uncategorized,Mehr,"Chanoyu, FR:Fouet en bambou pour le Matcha, Matcha Zubehör, Tax 7.7"
bambusbesen-mit-80-borsten-fur-matcha-nr-878,,,,,
bambusbesen-mit-80-borsten-fur-matcha-nr-878,,,,,
rohrzucker-wurfel-1cm-braun-nr-97746-250-g,Rohrzucker Würfel 1cm braun,London Tea,,Mehr,"G:250g, Galaxus, GG: 250g, H: Mauritius, Kandis + Stevia, Kandis - Rohrzucker"
rohrzucker-wurfel-1cm-braun-nr-97746-250-g,,,,,
rohrzucker-wurfel-1cm-braun-nr-97746-250-g,,,,,
mini-stick-3x-braun-3x-weiss-9-cm-nr-991,Kandissticks Set Piccolo 9cm,London Tea,,Mehr,"Galaxus, GG: 60g, H: Ungarn, Kandis + Stevia, Kandis - Rohrzucker"
mini-stick-3x-braun-3x-weiss-9-cm-nr-991,,,,,
mini-stick-3x-braun-3x-weiss-9-cm-nr-991,,,,,
kandiszucker-weiss-kluntje-gross-nr-97740-250-g,Kandiszucker weiss (Kluntje gross),London Tea,,Mehr,"G:250g, Galaxus, GG: 250g, H: Deutschland, Kandis + Stevia, Kandis - Rohrzucker"
kandisstick-3x-braun-3x-weiss-14-cm-nr-995,Kandissticks Set 16 cm,London Tea,,Mehr,"Galaxus, GG: 100g, H: Ungarn, Kandis + Stevia, Kandis - Rohrzucker"
kandisstick-3x-braun-3x-weiss-14-cm-nr-995,,,,,
kandisstick-3x-braun-3x-weiss-14-cm-nr-995,,,,,
feiner-kandis-weiss-kluntje-klein-nr-97744-250-g,Feiner Kandis weiss (Kluntje klein),London Tea,,Mehr,"G:250g, Galaxus, GG: 250g, H: Deutschland, Kandis + Stevia, Kandis - Rohrzucker"
feiner-kandis-braun-kluntje-klein-nr-97745,Kandiszucker Braun fein (Kluntje klein),London Tea,,Mehr,"G:250g, Galaxus, GG: 250g, H: Deutschland, Kandis + Stevia, Kandis - Rohrzucker"
feiner-kandis-braun-kluntje-klein-nr-97745,,,,,
feiner-kandis-braun-kluntje-klein-nr-97745,,,,,
teesieb-metall-mit-bambusstiel-7-2-cm-o-nr-41072,Teesieb Metall mit Bambusstiel 7cm,London Tea,,Mehr,"Filtre à thé en métal avec manche en bambou 7.2 cm, Tax 7.7, Tee-Siebe"
teesieb-metall-mit-bambusstiel-7-2-cm-o-nr-41072,,,,,
teesieb-metall-mit-bambusstiel-6-4-cm-o-nr-41064,Teesieb Metall mit Bambusstiel 6.2cm,London Tea,,Mehr,"FR: Passoire à thé en métal avec manche en bambou 6.4 cm, Tax 7.7, Tee-Siebe"
teesieb-metall-mit-bambusstiel-6-4-cm-o-nr-41064,,,,,
teesieb-metall-mit-bambusstiel-5-5-cm-o-nr-41055,Teesieb Metall mit Bambusstiel 5.5cm,London Tea,,Mehr,"FR: Passoire à thé en métal avec manche en bambou 5.5 cm, Tax 7.7, Tee-Siebe"
teesieb-metall-mit-bambusstiel-5-5-cm-o-nr-41055,,,,,
tee-ei-zange-metall-7-5-cm-o-nr-41530,Tee-Ei-Zange Metall 7.5cm,London Tea,Uncategorized,Mehr,"Pince à thé en métal 7.5 cm, Tax 7.7, Tee-Siebe"
tee-ei-zange-metall-7-5-cm-o-nr-41530,,,,,
tee-ei-zange-metall-6-5-cm-o-nr-41524,Tee-Ei-Zange Metall 6.5cm,London Tea,Uncategorized,Mehr,"FR: Pince à thé en métal 6.5 cm, Tax 7.7, Tee-Siebe"
tee-ei-zange-metall-6-5-cm-o-nr-41524,,,,,
tee-ei-zange-metall-5-0-cm-o-nr-41513,Tee-Ei-Zange Metall 5cm,London Tea,,Mehr,"Pince à thé en métal 5.0 cm, Tax 7.7, Tee-Siebe"
tee-ei-zange-metall-5-0-cm-o-nr-41513,,,,,
tee-ei-metall-7-5cm-nr-41520,Tee-Ei Metall 7.5cm,London Tea,Uncategorized,Mehr,"Tax 7.7, Tee-Siebe, Œuf à thé en métal 7.5cm"
tee-ei-metall-7-5cm-nr-41520,,,,,
tee-ei-metall-6-5cm-nr-41518,Tee-Ei Metall 6.5cm,London Tea,Uncategorized,Mehr,"FR: Œuf à thé en métal 6.5cm, Tax 7.7, Tee-Siebe"
tee-ei-metall-6-5cm-nr-41518,,,,,
tee-ei-metall-5cm-nr-41517,Tee-Ei Metall 5cm,London Tea,Uncategorized,Mehr,"FR: Œuf à thé en métal 5cm, Tax 7.7, Tee-Siebe"
tee-ei-metall-5cm-nr-41517,,,,,
permanent-filter-7-0-cm-o-nr-887,Permanent Filter 7.0cm,London Tea,Uncategorized,Mehr,"FR: Filtre permanent 7.0 cm, Tax 7.7, Tee-Siebe"
permanent-filter-7-0-cm-o-nr-887,,,,,
permanent-filter-7-0-cm-o-nr-887,,,,,
permanent-filter-6-3-cm-o-nr-885,Permanent Filter 6.3cm,London Tea,Uncategorized,Mehr,"FR: Filtre permanent 6, Tax 7.7, Tee-Siebe"
permanent-filter-6-3-cm-o-nr-885,,,,,
permanent-filter-6-3-cm-o-nr-885,,,,,
papierfilter-fur-clip-100-stk-nr-898,Finum Papierfilter Medium,London Tea,Uncategorized,Mehr,"FR: Filtre en papier pour clip 100 pcs., Tax 7.7, Tee-Siebe"
papierfilter-fur-clip-100-stk-nr-898,,,,,
papierfilter-fur-clip-100-stk-nr-898,,,,,
papierfilter-fur-clip-100-stk-nr-898,,,,,
papierfilter-clip-nr-41450,Papierfilter Clip,London Tea,Uncategorized,Mehr,"FR: Filtre en papier, Tax 7.7, Tee-Siebe"
papierfilter-clip-nr-41450,,,,,
papierfilter-clip-nr-41450,,,,,
papierfilter-extra-large-nr-900,Finum Papierfilter Extra Large,London Tea,Uncategorized,Mehr,"FR. Filtre en papier Extra Large, Tax 7.7, Tee-Siebe"
papierfilter-extra-large-nr-900,,,,,
papierfilter-extra-large-nr-900,,,,,
papierfilter-large-nr-897,Finum Papierfilter Large,London Tea,Uncategorized,Mehr,"FR: Filtre en papier Grand, Tax 7.7, Tee-Siebe"
papierfilter-large-nr-897,,,,,
papierfilter-large-nr-897,,,,,
papierfilter-slim-nr-896,Finum Papierfilter Slim,London Tea,Uncategorized,Mehr,"FR: Filtre en papier Slim, Tax 7.7, Tee-Siebe"
papierfilter-slim-nr-896,,,,,
papierfilter-slim-nr-896,,,,,
papierfilter-extra-slim-nr-895,Finum Papierfilter Extra Slim,London Tea,Uncategorized,Mehr,"FR: Filtre en papier Extra Slim, Tax 7.7, Tee-Siebe"
papierfilter-extra-slim-nr-895,,,,,
papierfilter-extra-slim-nr-895,,,,,
metallfilter-mit-untersatz-nr-130005,Metallfilter mit Untersatz 8cm,London Tea,,Mehr,"FR: Filtre métallique avec base 8cm, Tax 7.7, Tee-Siebe"
metallfilter-mit-untersatz-nr-130005,,,,,
metallfilter-mit-untersatz-nr-130004,Metallfilter mit Untersatz 7cm,London Tea,Uncategorized,Mehr,"FR: Filtre métallique avec base 7cm, Tax 7.7, Tee-Siebe"
metallfilter-mit-untersatz-nr-130004,,,,,
metallfilter-mit-untersatz-nr-130003,Metallfilter mit Untersatz 6cm,London Tea,Uncategorized,Mehr,"FR: Filtre métallique avec base 6cm, Tax 7.7, Tee-Siebe"
metallfilter-mit-untersatz-nr-130003,,,,,
metallfilter-mit-untersatz-nr-130001,Metallfilter mit Untersatz 5cm,London Tea,Uncategorized,Mehr,"FR: Filtre métallique avec base 5cm, Tax 7.7, Tee-Siebe"
metallfilter-mit-untersatz-nr-130001,,,,,
metallfilter-mit-2-henkel-nr-41529,Metallfilter mit 2 Henkel 5.5cm,London Tea,Uncategorized,Mehr,"FR: Filtre métallique avec base 5.5cm, Tax 7.7, Tee-Siebe"
metallfilter-mit-2-henkel-nr-41529,,,,,
japanische-teebeutel-selena-nr-874,Japanische Teefilter ohne Faden,London Tea,Uncategorized,Mehr,"Tax 7.7, Tee-Siebe"
japanische-teebeutel-selena-nr-874,,,,,
japanische-teebeutel-selena-nr-874,,,,,
baumwollfilter-9-cm-o-nr-883,Baumwollfilter 9cm,London Tea,Uncategorized,Mehr,"Tax 7.7, Tee-Siebe"
baumwollfilter-9-cm-o-nr-883,,,,,
baumwollfilter-7-cm-o-nr-882,Baumwollfilter 7cm,London Tea,Uncategorized,Mehr,"Tax 7.7, Tee-Siebe"
baumwollfilter-7-cm-o-nr-882,,,,,
baumwollfilter-11-cm-o-nr-884,Baumwollfilter 11cm,London Tea,Uncategorized,Mehr,"Tax 7.7, Tee-Siebe"
baumwollfilter-11-cm-o-nr-884,,,,,
ausguss-sieb-und-tropfenfanger-nr-41512,Tüllen Sieb und Tropfenfänger,London Tea,Uncategorized,Mehr,"FR:Filtre à bec et récupérateur de gouttes, Tax 7.7, Tee-Siebe"
topest-superieur-fancy-oolong-butterfly-of-taiwan-nr-83,Topest Superieur Fancy Oolong,London Tea,,Tee lose,"beruhigend, calmant, Galaxus, Oolong, Oolong Tee, P:7, rarität, WAT:100, ZD:3-4"
topest-superieur-fancy-oolong-butterfly-of-taiwan-nr-83,,,,,
taiwan-oolong-tea-fine-quality-nr-285,Oolong Fine Quality,London Tea,Uncategorized,Tee lose,"Abends, beruhigend, calmant, Nachmittags, Oolong, Oolong Tee, P:5-6, WAT:100, ZD:3-4"
taiwan-oolong-tea-fine-quality-nr-285,,,,,
phonix-dan-cong-ye-lai-yiang-n-3212-50-g,Phönix Dan Cong,London Tea,,Tee lose,"beruhigend, calmant, G:50g, Oolong, Oolong Tee, P:5, rarität, Tee-Raritäten, WAT:100, ZD:3-5"
phonix-dan-cong-ye-lai-yiang-n-3212-50-g,,,,,
heidi-fruchte-krautertee-nr-102,Heidi Tee,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, FR: Thé Heidi, Früchte Tee, Früchtetee, Galaxus, GG: 80g, H: Schweiz, Infusion aux fruits, P:4-5, Schweizer, Swiss Ethno, WAT:100, ZD:6-8"
heidi-fruchte-krautertee-nr-102,,,,,
swiss-breakfast-tea-nr-72,Swiss Breakfast Tea,London Tea,Uncategorized,Tee lose,"belebend, Ceylon, Galaxus, H: Schweiz, Morgens, P:4-5, revigorant, Schwarztee, Schweizer, Swiss Ethno, Thé Noir, WAT:100, ZD:4-5"
swiss-breakfast-tea-nr-72,,,,,
swiss-breakfast-tea-nr-72,,,,,
ceylon-flowery-orange-pekoe-tea-nr-14,Ceylon Flowery Orange Pekoe Tea Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, Ceylon, Für den ganzen Tag, Galaxus, H: Sri Lanka, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
ceylon-flowery-orange-pekoe-tea-nr-14,,,,,
ceylon-flowery-orange-pekoe-tea-nr-14,,,,,
ceylon-flowery-orange-pekoe-tea-nr-14,,,,,
fine-ceylon-fannings-tea-nr-13,Fine Ceylon Fannings Tea,London Tea,,Tee lose,"belebend, Ceylon, Mittags, Morgens, P:3, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:2-3"
fine-ceylon-fannings-tea-nr-13,,,,,
fine-ceylon-fannings-tea-nr-13,,,,,
fine-ceylon-fannings-tea-nr-13,,,,,
extra-choicest-ceylon-tea-nr-6,Extra Choicest Ceylon Tea,London Tea,,Tee lose,"belebend, Ceylon, Galaxus, GG: 100g, H: Sri Lanka, Morgens, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-5"
extra-choicest-ceylon-tea-nr-6,,,,,
extra-choicest-ceylon-tea-nr-6,,,,,
stevia-feinschnitt-teebeutel-zum-sussen-von-1-liter-nr-150-25-stk,Stevia,London Tea,Uncategorized,Tee im Beutel,"belebend, faible teneur en caféine, G: Inhalt 25 Stk Teebeutel, Galaxus, H: Spanien, Kandis + Stevia, koffeinarm, Kräuter Tee, kräutertee, revigorant, Stevia, Stk:25stk, Tassenportion, tee im beutel, Teebeutel, WAT:100"
krauter-erkaltungstee-feinschnitt-teebeutel-nr-29-25-stk,Kräutertee,London Tea,,Tee im Beutel,"beruhigend, calmant, Erkältung, faible teneur en caféine, FR: Tisane, G: Inhalt 25 Stk Teebeutel, Galaxus, H: Schweiz, koffeinarm, Kräuter Tee, kräutertee, schützend, Stk:25stk, Tassenportion, teebeutel, WAT:100, ZD:5-6"
pfefferminzblatter-feinschnitt-teebeutel-nr-23,Pfefferminz,London Tea,,Tee im Beutel,"belebend, faible teneur en caféine, Flachbeutel, FR: Menthe poivrée, Galaxus, H: Polen, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, revigorant, Tassenportion, teebeutel, WAT:100, ZD:5"
pfefferminzblatter-feinschnitt-teebeutel-nr-23,,,,,
lindenbluten-feinschnitt-teebeutel-nr-25,Lindenblüten,London Tea,,Tee im Beutel,"beruhigend, calmant, faible teneur en caféine, FR: Fleur de tilleul, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Tassenportion, teebeutel, WAT:100, ZD:5-6"
lindenbluten-feinschnitt-teebeutel-nr-25,,,,,
kamillenbluten-feinschnitt-teebeutel-nr-24,Kamillenblüten,London Tea,,Tee im Beutel,"faible teneur en caféine, FR: Fleurs de camomille, G: Inhalt 25 Stk Teebeutel, Galaxus, H: Kroatien, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Stk:25stk, Tassenportion, teebeutel, WAT:100, ZD:5-6"
hagebutten-feinschnitt-teebeutel-nr-26,Hagebutten,London Tea,Uncategorized,Tee im Beutel,"beruhigend, calmant, faible teneur en caféine, FR: Églantine, Galaxus, H: Chile / Nigeria, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Tassenportion, teebeutel, WAT:100, ZD:4"
fenchel-feinschnitt-teebeutel-nr-28,Fenchel,London Tea,,Tee im Beutel,"beruhigend, calmant, faible teneur en caféine, FR:Fenouil, G: Inhalt 25 Stk Teebeutel, Galaxus, H: Kroatien, H: Türkei, koffeinarm, Kräuter Tee, kräutertee, Stk:25stk, Tassenportion, teebeutel, WAT:100, ZD:5"
eisenkraut-verveine-teebeutel-nr-27,Eisenkraut / Verveine,London Tea,,Tee im Beutel,"faible teneur en caféine, FR:Verveine / Verbena, Galaxus, H: Paraguay, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Tassenportion, teebeutel, WAT:100, ZD:5"
eisenkraut-verveine-teebeutel-nr-27,,,,,
tropic-garden-teebeutel-nr-31,Tropic Garden,London Tea,,Tee im Beutel,"beruhigend, bestseller, calmant, faible teneur en caféine, FR: Jardin tropical, Früchtetee, G: Inhalt 25 Stk Teebeutel, Galaxus, H: Schweiz, koffeinarm, Tassenportion, teebeutel, WAT:100, ZD:7-10"
rooibos-choicest-super-fine-teebeutel-nr-140,Rooibos Choicest Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, faible teneur en caféine, G: Inhalt 25 Stk Teebeutel, Galaxus, h: Südafrika, koffeinarm, Rooibos, Rooibos Tea, Stk:25stk, Tassenportion, teebeutel, WAT:100, ZD:5-10"
mango-green-tea-teebeutel-nr-335,Mango Green,London Tea,,Tee im Beutel,"belebend, G: Inhalt 25 Stk Teebeutel, Galaxus, Grüner Tee, Grüntee, H: Schweiz, revigorant, Stk:25stk, Tassenportion, teebeutel, Thé vert, WAT:100, ZD:3-4"
english-breakfast-tea-teebeutel-nr-19,English Breakfast Tea,London Tea,,Tee im Beutel,"belebend, Ceylon, Galaxus, H: Sri Lanka, revigorant, Schwarzer Tee, Schwarztee, Tassenportion, teebeutel, Thé Noir, WAT:100, ZD:3-4"
english-breakfast-tea-teebeutel-nr-19,,,,,
english-breakfast-tea-teebeutel-nr-19,,,,,
darjeeling-tea-teebeutel-nr-20,Darjeeling Tea Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, BIO, Bioinspecta, Darjeeling - Nepal, Galaxus, H: Indien, revigorant, Schwarzer Tee, Schwarztee, Tassenportion, teebeutel, Thé Noir, WAT:100, ZD:4"
darjeeling-tea-teebeutel-nr-20,,,,,
darjeeling-tea-teebeutel-nr-20,,,,,
mandarin-tea-teebeutel-nr-21,Mandarin Tea,London Tea,"Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea",Tee im Beutel,"belebend, bestseller, Galaxus, H: Schweiz, revigorant, Schwarzer Tee, Schwarztee, Tassenportion, teebeutel, Thé Noir, WAT:100, ZD:3-4"
mandarin-tea-teebeutel-nr-21,,,,,
lapsang-souchong-tea-teebeutel-nr-22,Lapsang Souchong Tea,London Tea,,Tee im Beutel,"belebend, G: Inhalt 25 Stk Teebeutel, Galaxus, H: China, revigorant, Schwarztee, Stk:25stk, Tassenportion, teebeutel, Thé Noir, WAT:100, ZD:4"
lapsang-souchong-tea-teebeutel-nr-22,,,,,
assam-tea-teebeutel-nr-30-25-stk,Assam Tea,London Tea,Uncategorized,Tee im Beutel,"Assam, belebend, Galaxus, H: Indien, revigorant, Schwarzer Tee, Schwarztee, Tassenportion, tee im beutel, teebeutel, Thé Noir, WAT:100, ZD:3-4"
assam-tea-teebeutel-nr-30-25-stk,,,,,
vanilla-green-tea-nr-60,Vanilla Green Tea,London Tea,Uncategorized,Tee lose,"belebend, G:100g, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
vanilla-green-tea-nr-60,,,,,
